,Unnamed: 0,t0,dt0,month,inversion_strength,inversion_height,low_level_stability,rh_sub_850,surf_wind_velocity,wind_shear,dt_,rlus,rlds,rlns,T_surf,lat,lon
0,0,-16.224999999999994,1997-10-17 04:00:00,10,0.0,-0.0,-3.641666666666673,0.5766090440564531,-999.0,1005.2832505763972,1997-10-17 04:00:00,,,,,,
1,1,-17.854545454545452,1997-10-18 20:00:00,10,3.6545454545454543,877.9848209147315,1.3545454545454518,0.602644044921407,-999.0,1001.2898218409224,1997-10-18 20:00:00,,,,,,
2,2,-17.95,1997-10-18 23:00:00,10,3.9499999999999993,619.4603075596583,1.75,0.6005777315748848,-999.0,1001.906663707506,1997-10-18 23:00:00,,,,,,
3,3,-13.225,1997-10-20 04:00:00,10,0.6250000000000018,931.7001013050184,-2.174999999999999,0.4446644703603412,-999.0,1004.97,1997-10-20 04:00:00,,,,,,
4,4,-8.026923076923076,1997-10-20 23:00:00,10,0.0,-0.0,-6.073076923076924,0.8874218437987003,-999.0,1010.645,1997-10-20 23:00:00,,,,,,
5,5,-6.666666666666667,1997-10-21 11:00:00,10,0.0,-0.0,-7.783333333333332,0.7867567491865898,-999.0,1008.4391919853005,1997-10-21 11:00:00,,,,,,
6,6,-5.7,1997-10-21 23:00:00,10,0.0,-0.0,-8.499999999999996,0.8538567918626483,-999.0,1008.1599131707692,1997-10-21 23:00:00,,,,,,
7,7,-7.774999999999999,1997-10-22 11:00:00,10,0.5499999999999998,242.03896338681503,-6.791666666666669,0.814404808021187,-999.0,1004.0532972604116,1997-10-22 11:00:00,,,,,,
8,8,-10.2375,1997-10-22 23:00:00,10,0.0,-0.0,-5.6625,0.7881217112913872,-999.0,1006.5438077776122,1997-10-22 23:00:00,,,,,,
9,9,-16.8,1997-10-23 11:00:00,10,5.300000000000001,743.1424847481492,1.825000000000001,0.6585531954426094,-999.0,1008.1898087558096,1997-10-23 11:00:00,,,,,,
10,10,-18.72727272727273,1997-10-23 23:00:00,10,8.027272727272731,436.9991400008228,2.860606060606063,0.6721856138332469,-999.0,1000.6282884983252,1997-10-23 23:00:00,,,,,,
11,11,-22.171428571428574,1997-10-24 11:00:00,10,10.946428571428577,277.57396925458704,6.211428571428579,0.6163759080659558,-999.0,1005.8552219458616,1997-10-24 11:00:00,,,,,,
12,12,-22.17857142857144,1997-10-24 23:00:00,10,9.928571428571438,366.8407954192864,3.828571428571436,0.613487841441304,-999.0,1005.7546296290084,1997-10-24 23:00:00,,,,,,
13,13,-20.04814814814815,1997-10-25 11:00:00,10,8.948148148148151,528.3942693008661,3.9481481481481495,0.6864065760262896,-999.0,1006.0549973136566,1997-10-25 11:00:00,,,,,,
14,14,-22.946153846153848,1997-10-25 23:00:00,10,7.896153846153847,582.3454970485145,6.996153846153849,0.4010225788671754,-999.0,1006.645,1997-10-25 23:00:00,,,,,,
15,15,-27.28400000000001,1997-10-26 11:00:00,10,14.250666666666678,874.8778950602212,12.109000000000009,0.3532544937329345,-999.0,1014.672495526647,1997-10-26 11:00:00,,,,,,
16,16,-28.500000000000004,1997-10-26 23:00:00,10,13.316666666666668,952.1172861736436,11.820000000000004,0.2793086123760434,-999.0,1009.415026679298,1997-10-26 23:00:00,,,,,,
17,17,-26.9875,1997-10-27 23:00:00,10,12.8625,955.5034402209972,11.6875,0.4421318077168989,-999.0,1004.295,1997-10-27 23:00:00,,,,,,
18,18,-28.899999999999995,1997-10-28 11:00:00,10,15.299999999999995,750.2045203175472,13.499999999999996,0.4930278533875468,-999.0,1000.799660941606,1997-10-28 11:00:00,,,,,,
19,19,-28.12307692307692,1997-10-28 23:00:00,10,13.92307692307692,581.0675794462778,12.289743589743583,0.5231103902524684,-999.0,1001.9727801286402,1997-10-28 23:00:00,,,,,,
20,20,-22.125000000000004,1997-10-29 11:00:00,10,8.025000000000004,813.4862381217736,6.5500000000000025,0.5653360130016474,-999.0,1008.0149590375962,1997-10-29 11:00:00,,,,,,
21,21,-16.518749999999997,1997-10-29 23:00:00,10,1.9387499999999955,972.42002857716,0.8187499999999979,0.610202442808564,-999.0,1008.51,1997-10-29 23:00:00,,,,,,
22,22,-13.0,1997-10-30 11:00:00,10,1.2599999999999998,514.6397245338708,-3.0666666666666664,0.7636603254189183,-999.0,1006.6161060436492,1997-10-30 11:00:00,,,,,,
23,23,-13.181249999999997,1997-10-30 23:00:00,10,0.0,-0.0,-0.6187500000000039,0.5590085020961862,-999.0,1006.8539644240104,1997-10-30 23:00:00,,,,,,
24,24,-26.48333333333333,1997-10-31 23:00:00,10,11.85,1633.4378422867271,9.083333333333336,0.576204741935376,-999.0,1005.4233268187376,1997-10-31 23:00:00,,,,,,
25,25,-13.803448275862076,1997-11-01 14:00:00,11,0.6034482758620783,116.30866664281022,-2.663218390804589,0.7495762308095243,6.78,4.913329376127913,1997-11-01 14:00:00,253.6,256.0,2.4000000000000057,-14.0,75.72006,-144.13028
26,26,-21.89375,1997-11-02 11:00:00,11,11.660416666666665,411.6777822620573,4.4687499999999964,0.4751141175302047,3.33,6.582481139875839,1997-11-02 11:00:00,223.1,177.7,-45.400000000000006,-22.03,75.74802,-143.93677
27,27,-17.96153846153846,1997-11-02 23:00:00,11,5.761538461538461,664.4133738889468,0.1615384615384592,0.5478227693672306,-999.0,1006.6482352331392,1997-11-02 23:00:00,245.8,252.9,7.099999999999994,-16.07,75.78672,-143.92855
28,28,-17.725,1997-11-03 12:00:00,11,6.225000000000001,397.9708864099064,-0.0416666666666643,0.3281312806374641,5.83,-1004.83,1997-11-03 12:00:00,228.5,169.3,-59.19999999999999,-20.55,75.84191,-143.98079
29,29,-19.59310344827585,1997-11-03 15:00:00,11,8.693103448275854,433.4416941134292,3.0264367816091884,0.3995865028475037,5.0,2.113073267831997,1997-11-03 15:00:00,224.3,173.0,-51.30000000000001,-21.76,75.8533,-143.98557
30,30,-19.63333333333334,1997-11-03 23:00:00,11,7.400000000000006,577.4089671822176,5.866666666666674,0.6862078114004222,5.21,-2.680435211843025,1997-11-03 23:00:00,234.7,219.4,-15.299999999999983,-19.02,75.87563,-143.99568
31,31,-23.6125,1997-11-04 11:00:00,11,14.7125,1556.6480289806857,14.6325,0.5265427281833855,-999.0,1003.6433521076956,1997-11-04 11:00:00,217.0,177.9,-39.099999999999994,-23.89,75.9119,-144.01109
32,32,-25.196774193548396,1997-11-04 23:00:00,11,16.45677419354839,1053.614460368239,15.121774193548392,0.5138355460691124,3.08,-0.8441499746036105,1997-11-04 23:00:00,211.5,182.5,-29.0,-25.54,75.93891,-144.01329
33,33,-20.316666666666663,1997-11-05 23:00:00,11,3.599999999999998,822.1610624442737,2.9309523809523803,0.5340671785121086,6.65,2.908367494637305,1997-11-05 23:00:00,232.5,226.3,-6.199999999999989,-19.72,75.96815,-144.1154
34,34,-16.0,1997-11-07 00:00:00,11,3.0,886.1071515440879,1.2333333333333345,0.7549585520194468,12.62,4.719923742545548,1997-11-07 00:00:00,249.1,248.9,-0.19999999999998863,-15.39,75.96227,-144.61485
35,35,-15.57142857142857,1997-11-07 11:00:00,11,4.37142857142857,816.6573869414697,-0.028571428571432,0.5366316006145505,10.01,0.5762041897893972,1997-11-07 11:00:00,249.2,251.5,2.3000000000000114,-15.39,75.98589,-144.8742
36,36,-13.569696969696976,1997-11-07 23:00:00,11,2.3696969696969763,1910.4155432947116,0.2411255411255481,0.7322352657004833,6.67,-1005.67,1997-11-07 23:00:00,256.6,257.8,1.1999999999999886,-13.53,76.01054,-145.00977
37,37,-13.66875,1997-11-08 02:00:00,11,3.46875,1077.6533328357236,1.6258928571428566,0.766429508274424,6.75,-1.1805717805156073,1997-11-08 02:00:00,253.7,242.5,-11.199999999999989,-14.24,76.01453,-145.03812
38,38,-16.24782608695652,1997-11-08 11:00:00,11,7.414492753623184,986.8793127695984,5.967826086956517,0.7680658755642007,6.64,-3.4480118246089866,1997-11-08 11:00:00,241.3,212.9,-28.400000000000006,-17.43,76.02716,-145.14022
39,39,-19.33529411764706,1997-11-09 00:00:00,11,9.63529411764706,808.7664523505521,8.33529411764706,0.7545569168826718,-999.0,1000.9302274715902,1997-11-09 00:00:00,220.8,186.8,-34.0,-23.04,76.03696,-145.23579
40,40,-12.308000000000002,1997-11-09 11:00:00,11,2.1580000000000013,681.1726206490815,1.6080000000000023,0.682010605340799,4.39,-1003.39,1997-11-09 11:00:00,262.9,266.1,3.2000000000000455,-12.02,76.05254,-145.27176
41,41,-10.913793103448276,1997-11-09 15:00:00,11,1.5637931034482744,1104.5667723738864,0.3137931034482744,0.6569753613102216,-999.0,1003.5925,1997-11-09 15:00:00,267.1,267.6,0.5,-10.98,76.0638,-145.28207
42,42,-13.483333333333334,1997-11-09 23:00:00,11,5.483333333333334,571.6043197758023,2.450000000000001,0.4435675038831567,3.69,6.174841287226228,1997-11-09 23:00:00,248.9,231.6,-17.30000000000001,-15.53,76.08841,-145.30142
43,43,-19.008,1997-11-10 11:00:00,11,14.341333333333328,588.2319548252332,11.624666666666664,0.2549820748110762,1.81,1.890702380707808,1997-11-10 11:00:00,233.0,210.6,-22.400000000000006,-19.77,76.09718,-145.29068
44,44,-14.193749999999998,1997-11-10 23:00:00,11,11.668749999999998,636.1497506724556,9.677083333333332,0.6997819017845213,-999.0,1011.6849973616978,1997-11-10 23:00:00,254.5,253.0,-1.5,-14.19,76.09904,-145.48628
45,45,-13.114285714285712,1997-11-11 11:00:00,11,10.814285714285711,685.721895998531,-18.58571428571429,0.6141161788140919,-999.0,0.0,1997-11-11 11:00:00,256.6,235.2,-21.400000000000034,-13.61,76.11057,-145.82588
46,46,-13.168749999999998,1997-11-11 23:00:00,11,12.218749999999998,1341.1076735548706,12.05625,0.4498221716554118,-999.0,1005.5324217835056,1997-11-11 23:00:00,259.6,259.3,-0.30000000000001137,-12.93,76.13342,-146.09573
47,47,-13.9,1997-11-12 11:00:00,11,14.94,1004.4535358633542,14.48,0.4671988780169473,-999.0,1002.86521047138,1997-11-12 11:00:00,255.9,248.8,-7.099999999999994,-13.88,76.15009,-146.28685
48,48,-10.82222222222222,1997-11-12 23:00:00,11,7.572222222222221,725.4444183842805,6.4722222222222205,0.9234685749071744,7.27,3.112006242347407,1997-11-12 23:00:00,266.9,268.2,1.3000000000000114,-11.17,76.17582,-146.54328
49,49,-10.222580645161283,1997-11-13 11:00:00,11,2.722580645161285,1098.676946276953,2.589247311827952,0.8887854760291448,-999.0,1008.6666044646406,1997-11-13 11:00:00,269.9,270.0,0.10000000000002274,-10.46,76.17347,-146.54243
50,50,-12.858333333333336,1997-11-13 23:00:00,11,2.7583333333333364,1657.2677809581828,0.358333333333336,0.7575579745335543,-999.0,1014.9645218568174,1997-11-13 23:00:00,257.1,251.2,-5.900000000000034,-13.62,76.14743,-146.2781
51,51,-13.1,1997-11-14 12:00:00,11,2.6999999999999997,2372.5370951591512,-0.2000000000000028,0.7809823060456555,8.69,2.123102749355551,1997-11-14 12:00:00,255.7,250.0,-5.699999999999989,-14.0,76.0955,-145.96848
52,52,-21.44062499999999,1997-11-14 23:00:00,11,14.640624999999991,1481.671516348615,14.604261363636354,0.5101706425870612,3.56,9.160753475424574,1997-11-14 23:00:00,215.6,180.1,-35.5,-24.74,76.07032,-145.85905
53,53,-13.830769230769238,1997-11-15 11:00:00,11,4.630769230769237,1125.150570138993,3.2107692307692397,0.8491817231458013,5.77,-1004.77,1997-11-15 11:00:00,255.5,254.1,-1.4000000000000057,-14.1,76.06999,-145.91597
54,54,-14.814285714285717,1997-11-16 00:00:00,11,4.914285714285715,960.6952948248928,3.314285714285715,0.4904824493526407,-999.0,1004.4946464827924,1997-11-16 00:00:00,250.7,249.7,-1.0,-15.3,76.09689,-146.076
55,55,-19.725,1997-11-16 11:00:00,11,7.262500000000001,836.1452606486166,5.225000000000001,0.7136548478423133,5.42,-3.0641038667199028,1997-11-16 11:00:00,234.5,230.4,-4.099999999999994,-19.57,76.10388,-146.19472
56,56,-22.66176470588236,1997-11-16 23:00:00,11,9.061764705882364,859.8168294107576,6.76176470588236,0.6923499877116188,3.77,-0.659683645473403,1997-11-16 23:00:00,210.0,185.4,-24.599999999999994,-26.43,76.11025,-146.27414
57,57,-29.46296296296296,1997-11-17 11:00:00,11,16.66296296296296,749.9039088814711,14.587962962962962,0.2714078747847466,-999.0,1003.292234622039,1997-11-17 11:00:00,191.3,163.4,-27.900000000000006,-32.07,76.11397,-146.34684
58,58,-31.299999999999983,1997-11-17 23:00:00,11,18.26666666666665,711.8584360601518,16.44285714285712,0.4069644946134298,-999.0,1002.5864843003144,1997-11-17 23:00:00,187.6,159.0,-28.599999999999994,-33.23,76.11374,-146.4091
59,59,-28.300000000000004,1997-11-18 11:00:00,11,15.011111111111116,1432.9386467604756,14.091666666666674,0.1952105340191948,1.0,3.578911269284495,1997-11-18 11:00:00,191.0,166.2,-24.80000000000001,-32.18,76.10913,-146.46087
60,60,-29.35,1997-11-18 23:00:00,11,16.700000000000003,1569.3370605474104,16.516666666666666,0.1739725974645659,-999.0,1001.1595846968096,1997-11-18 23:00:00,192.8,165.1,-27.700000000000017,-31.58,76.09985,-146.51792
61,62,-27.44,1997-11-19 23:00:00,11,15.954285714285712,1287.3529242480156,14.506666666666666,0.3981285871208616,3.1,0.5880396387669746,1997-11-19 23:00:00,192.7,159.6,-33.099999999999994,-31.61,76.08426,-146.744
62,63,-26.32,1997-11-20 11:00:00,11,15.195,849.0572851473994,12.92,0.3762811772827479,-999.0,1008.4385590144258,1997-11-20 11:00:00,200.1,164.2,-35.900000000000006,-29.3,999.0,999.0
63,64,-24.7,1997-11-20 23:00:00,11,13.966666666666663,734.0591585455232,12.45,0.5900898701514594,-999.0,1009.6134025303288,1997-11-20 23:00:00,214.1,198.3,-15.799999999999983,-25.21,76.08481,-146.76235
64,65,-22.94,1997-11-21 23:00:00,11,10.139999999999995,587.5133550748554,7.089999999999998,0.4681744885611108,0.8,0.7416131070115641,1997-11-21 23:00:00,198.3,167.9,-30.400000000000006,-29.86,76.13935,-147.18344
65,66,-19.192307692307693,1997-11-22 11:00:00,11,5.708974358974359,427.4575430149263,2.3923076923076927,0.4211069287520944,-999.0,1001.7174340431936,1997-11-22 11:00:00,236.9,236.9,0.0,-18.9,76.14974,-147.21069
66,67,-19.3,1997-11-22 23:00:00,11,4.155555555555555,1130.01005135498,3.899999999999999,0.6838374169229954,-999.0,1002.7497631045592,1997-11-22 23:00:00,237.9,236.7,-1.200000000000017,-18.62,76.16112,-147.236
67,68,-15.16666666666666,1997-11-23 11:00:00,11,0.7999999999999936,1070.2168930602404,0.3333333333333268,0.7453150290497215,6.58,-1.6533350179520223,1997-11-23 11:00:00,248.7,239.2,-9.5,-15.74,76.17857,-147.28535
68,70,-17.87777777777778,1997-11-24 11:00:00,11,1.637777777777778,1066.1629463927047,0.9944444444444508,0.802248351608009,8.79,-1.193474882400805,1997-11-24 11:00:00,240.8,238.4,-2.4000000000000057,-17.81,76.23307,-147.53398
69,71,-14.521052631578948,1997-11-24 23:00:00,11,0.6210526315789462,1447.6667716279628,-2.078947368421055,0.7309618982801207,6.26,1.5753543121005604,1997-11-24 23:00:00,251.3,249.8,-1.5,-15.05,76.2394,-147.75796
70,72,-24.719999999999995,1997-11-25 11:00:00,11,9.219999999999995,217.18178048676532,8.205714285714283,0.4503106805121948,4.75,-0.368777194961619,1997-11-25 11:00:00,207.9,165.3,-42.599999999999994,-26.87,76.2532,-147.83165
71,73,-31.03333333333333,1997-11-25 23:00:00,11,15.433333333333332,1255.5263705618704,15.23333333333333,0.4987840213859879,3.7,1.5646858389012186,1997-11-25 23:00:00,189.5,159.6,-29.900000000000006,-32.51,76.25533,-147.7737
72,74,-32.906666666666666,1997-11-26 11:00:00,11,16.206666666666667,1454.935345524921,15.426666666666666,0.4257239607968837,0.54,5.915569360850255,1997-11-26 11:00:00,170.6,149.0,-21.599999999999994,-38.75,76.25826,-147.71251
73,75,-19.111111111111114,1997-11-26 23:00:00,11,0.7511111111111184,1496.3440547756668,0.2777777777777821,0.4371721672592534,-999.0,1001.3665940796452,1997-11-26 23:00:00,204.9,189.2,-15.700000000000017,-27.78,76.26449,-147.67264
74,76,-18.9,1997-11-27 11:00:00,11,0.0230769230769176,16.746093202049597,-0.1000000000000014,0.7670909550893972,7.04,0.5895637694779952,1997-11-27 11:00:00,233.2,223.9,-9.299999999999983,-19.71,76.2448,-147.70871
75,77,-23.0,1997-11-27 23:00:00,11,3.2857142857142847,1662.038225572831,3.049999999999997,0.7928971779656784,5.98,-4.115211151924765,1997-11-27 23:00:00,213.2,170.5,-42.69999999999999,-25.21,76.20278,-147.71138
76,78,-22.777777777777786,1997-11-28 11:00:00,11,4.663492063492072,1350.6249185741997,4.563492063492067,0.7667506226622196,6.05,-1.7550097671276506,1997-11-28 11:00:00,223.3,223.2,-0.10000000000002274,-22.42,76.18087,-147.71009
77,80,-31.82857142857144,1997-11-29 11:00:00,11,11.32857142857144,1330.2201460681729,11.32857142857144,0.4876246992039799,4.81,2.209888362194607,1997-11-29 11:00:00,185.3,153.2,-32.10000000000002,-33.69,76.13176,-147.58532
78,81,-33.6,1997-11-29 23:00:00,11,13.581818181818186,1276.259327574825,13.3,0.3748472312780626,-999.0,1001.3698031171792,1997-11-29 23:00:00,173.9,146.1,-27.80000000000001,-37.46,999.0,999.0
79,82,-24.00967741935484,1997-11-30 11:00:00,11,6.322177419354841,1122.4052587939898,5.052534562211985,0.7187468987384574,8.3,4.634032516968876,1997-11-30 11:00:00,215.7,209.8,-5.899999999999977,-24.5,76.12838,-147.63838
80,83,-17.5,1997-11-30 23:00:00,11,0.0538461538461518,16.501102338495432,-5.833333333333332,0.8166536688412362,6.76,4.119602296028024,1997-11-30 23:00:00,241.8,239.9,-1.9000000000000057,-17.31,76.13757,-147.82747
81,84,-25.621052631578955,1997-12-01 11:00:00,12,5.821052631578954,182.8013378156623,0.6210526315789551,0.6199208749120951,7.17,-0.2428330433948105,1997-12-01 11:00:00,202.4,154.6,-47.80000000000001,-28.31,76.15372,-147.7637
82,85,-29.899999999999995,1997-12-01 23:00:00,12,7.0,1568.927736914266,6.628571428571426,0.4633332164508837,5.13,-1004.13,1997-12-01 23:00:00,189.6,139.0,-50.599999999999994,-32.24,76.14777,-147.50568
83,86,-31.04782608695652,1997-12-02 02:00:00,12,8.14782608695652,1246.3236766355146,7.947826086956514,0.3800149023051951,-999.0,1009.0333096488608,1997-12-02 02:00:00,185.8,134.9,-50.900000000000006,-33.44,999.0,999.0
84,87,-34.37142857142857,1997-12-02 11:00:00,12,10.071428571428566,1291.602031481969,9.971428571428568,0.2886789268919379,2.63,0.8589329317345054,1997-12-02 11:00:00,160.9,128.3,-32.599999999999994,-41.95,76.1404,-147.39416
85,88,-32.300000000000004,1997-12-02 23:00:00,12,9.90000000000001,1388.9935170109843,9.687500000000004,0.6658282715028788,-999.0,1003.5024417835068,1997-12-02 23:00:00,191.3,190.2,-1.1000000000000227,-31.84,76.14255,-147.43038
86,89,-26.73333333333333,1997-12-03 11:00:00,12,10.213333333333336,1753.9430480890735,6.683333333333334,0.8474119337269949,10.18,-0.0751384988991805,1997-12-03 11:00:00,211.0,213.1,2.0999999999999943,-25.88,76.11048,-147.63234
87,90,-23.71666666666667,1997-12-03 23:00:00,12,5.959523809523812,1716.9825307296296,3.31666666666667,0.8149229301272426,11.35,8.779992335081703,1997-12-03 23:00:00,220.4,219.7,-0.700000000000017,-23.16,76.04343,-147.84062
88,91,-26.955882352941178,1997-12-04 11:00:00,12,4.722549019607843,1706.1779819190122,4.4558823529411775,0.5076106815425333,13.2,7.728563627071672,1997-12-04 11:00:00,204.4,168.7,-35.70000000000002,-27.72,75.92709,-147.79876
89,92,-31.09333333333333,1997-12-04 23:00:00,12,5.443333333333332,1418.3199310961334,5.193333333333332,0.4227852047317723,5.3,6.819999999999999,1997-12-04 23:00:00,183.6,130.7,-52.900000000000006,-34.14,75.86715,-147.61972
